Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
BAF75634,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,109,12.7 kDa protein
BAF75635,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,84,small envelope protein
BAF75636,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,230,membrane protein
BAF75637,Bovine coronavirus,GenBank,set:AB354579,AB354579,,Betacoronavirus 1,448,nucleocapsid protein
P0C2Q1,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
P0C2Q2,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
P0C2Q3,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
P0C2Q4,Bovine coronavirus LY-138,GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
P0C2Q5,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
P0C2Q6,Bovine coronavirus strain Ontario,GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
P0C2Q7,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,84,Envelope small membrane protein
ABP73655,Bovine coronavirus,GenBank,set:EF445634,EF445634,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP73656,Bovine coronavirus,GenBank,set:EF445634,EF445634,,Betacoronavirus 1,1363,spike protein
ABP38230,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,84,envelope protein
ABP38231,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38232,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,448,nucleocapsid protein
ABP38233,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ABP38234,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38235,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38236,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,1363,spike protein
ABP38237,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38238,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,230,membrane protein
ABP38239,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38240,Bovine coronavirus E-AH65,GenBank,set:EF424615,EF424615,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38241,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38242,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38243,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,1363,spike protein
ABP38244,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,84,envelope protein
ABP38245,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38246,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38247,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,448,nucleocapsid protein
ABP38248,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ABP38249,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38250,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,230,membrane protein
ABP38251,Bovine coronavirus E-AH65-TC,GenBank,set:EF424616,EF424616,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38252,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38253,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,1363,spike protein
ABP38254,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38255,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,230,membrane protein
ABP38256,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38257,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38258,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38259,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,448,nucleocapsid protein
ABP38260,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,84,envelope protein
ABP38261,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38262,Bovine coronavirus R-AH65,GenBank,set:EF424617,EF424617,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ABP38263,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38264,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,84,envelope protein
ABP38265,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38266,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38267,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,1363,spike protein
ABP38268,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38269,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38270,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,230,membrane protein
ABP38271,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38272,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ABP38273,Bovine coronavirus R-AH65-TC,GenBank,set:EF424618,EF424618,,Betacoronavirus 1,448,nucleocapsid protein
ABP38274,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38275,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ABP38276,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,448,nucleocapsid protein
ABP38277,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38278,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,230,membrane protein
ABP38279,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,1363,spike protein
ABP38280,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38281,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,84,envelope protein
ABP38282,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38283,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38284,Bovine coronavirus E-AH187,GenBank,set:EF424619,EF424619,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38285,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,230,membrane protein
ABP38286,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38287,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38288,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,45,4.8 kDa non-structural protein
ABP38289,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38290,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38291,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38292,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,84,envelope protein
ABP38293,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38294,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,448,nucleocapsid protein
ABP38295,Bovine coronavirus R-AH187,GenBank,set:EF424620,EF424620,,Betacoronavirus 1,1363,spike protein
ABP38296,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38297,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38298,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,38,truncated 4.8 kDa non-structural protein
ABP38299,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38300,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,82,envelope protein
ABP38301,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38302,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,448,nucleocapsid protein
ABP38303,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38304,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38305,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,230,membrane protein
ABP38306,Sable antelope coronavirus US/OH1/2003,GenBank,set:EF424621,EF424621,WD1418,Betacoronavirus 1,1363,spike protein
ABP38307,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,38,truncated 4.8 kDa non-structural protein
ABP38308,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,230,membrane protein
ABP38309,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,84,envelope protein
ABP38310,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,448,nucleocapsid protein
ABP38311,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38312,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38313,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,1358,spike protein
ABP38314,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38315,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38316,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38317,Giraffe coronavirus US/OH3-TC/2006,GenBank,set:EF424622,EF424622,,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38318,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38319,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,109,12.7 kDa non-structural protein
ABP38320,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,38,truncated 4.8 kDa non-structural protein
ABP38321,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,448,nucleocapsid protein
ABP38322,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38323,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38324,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38325,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,230,membrane protein
ABP38326,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,84,envelope protein
ABP38327,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38328,Giraffe coronavirus US/OH3/2003,GenBank,set:EF424623,EF424623,WD1421,Betacoronavirus 1,1358,spike protein
ABP38329,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,4383,ORF1a polyprotein
ABP38330,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,448,nucleocapsid protein
ABP38331,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,230,membrane protein
ABP38332,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,29,4.9 kDa non-structural protein
ABP38333,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,2717,ORF1b polyprotein
ABP38334,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,1358,spike protein
ABP38335,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,278,32 kDa non-structural protein
ABP38336,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,38,truncated 4.8 kDa non-structural protein
ABP38337,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,84,envelope protein
ABP38338,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,424,hemagglutinin-esterase
ABP38339,Calf-giraffe coronavirus US/OH3/2006,GenBank,set:EF424624,EF424624,BO 13151,Betacoronavirus 1,109,12.7 kDa non-structural protein
P0C2P7,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
P0C2P8,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
P0C2R1,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
P0C2R2,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
P0C2R3,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,278,Non-structural protein 2a
P0C2R4,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,278,Non-structural protein 2a
P0C2R7,Bovine coronavirus strain Ontario,GenBank,,,,Betacoronavirus 1,29,Truncated non-structural protein of 4.9 kDa
P0C2R8,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
P0C2R9,Bovine coronavirus strain Ontario,GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
Q77NC1,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,207,Protein I
Q77NC3,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,43,Non-structural protein of 4.9 kDa
Q77WY2,Bovine coronavirus LY-138,GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
Q80B88,Bovine coronavirus Mebus,GenBank,,,,Betacoronavirus 1,278,Non-structural protein 2a
Q8V431,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,207,Protein I
Q8V434,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
Q8V435,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,29,Truncated non-structural protein of 4.9 kDa
Q8V436,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,1363,Spike glycoprotein
Q8V438,Bovine respiratory coronavirus (strain 98TXSF-110-LUN),GenBank,,,,Betacoronavirus 1,278,Non-structural protein 2a
Q8V6W3,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
Q8V6W4,Bovine coronavirus strain Quebec,GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
Q91A21,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,207,Protein I
Q91A24,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
Q91A25,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,29,Truncated non-structural protein of 4.9 kDa
Q91A26,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,1363,Spike glycoprotein
Q91A27,Bovine enteric coronavirus (strain 98TXSF-110-ENT),GenBank,,,,Betacoronavirus 1,278,Non-structural protein 2a
Q99H66,Bovine coronavirus strain Ontario,GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
Q9QAQ4,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,207,Protein I
Q9QAQ5,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,109,Non-structural protein of 12.7 kDa
Q9QAQ7,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,43,Non-structural protein of 4.9 kDa
Q9QAQ8,Bovine coronavirus (strain OK-0514-3),GenBank,,,,Betacoronavirus 1,1363,Spike glycoprotein
Q9QAR0,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,207,Protein I
Q9QAR4,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,29,Truncated non-structural protein of 4.9 kDa
Q9QAR5,Bovine coronavirus (strain LSU-94LSS-051),GenBank,,,,Betacoronavirus 1,1363,Spike glycoprotein
Q9QAR7,Bovine coronavirus LY-138,GenBank,,,,Betacoronavirus 1,207,Protein I
Q9QAS0,Bovine coronavirus LY-138,GenBank,,,,Betacoronavirus 1,45,Non-structural protein of 4.8 kDa
Q9QAS1,Bovine coronavirus LY-138,GenBank,,,,Betacoronavirus 1,44,Non-structural protein of 4.9 kDa
Q9QAS3,Bovine coronavirus LY-138,GenBank,,,,Betacoronavirus 1,278,Non-structural protein 2a
BAF49537,Bovine coronavirus,GenBank,set:AB277098,AB277098,,Betacoronavirus 1,137,spike protein subunit 1
BAF49538,Bovine coronavirus,GenBank,set:AB277099,AB277099,,Betacoronavirus 1,137,spike protein subunit 1
BAF49539,Bovine coronavirus,GenBank,set:AB277100,AB277100,,Betacoronavirus 1,137,spike protein subunit 1
BAF49540,Bovine coronavirus,GenBank,set:AB277101,AB277101,,Betacoronavirus 1,137,spike protein subunit 1
BAF49541,Bovine coronavirus,GenBank,set:AB277102,AB277102,,Betacoronavirus 1,137,spike protein subunit 1
BAF49542,Bovine coronavirus,GenBank,set:AB277103,AB277103,,Betacoronavirus 1,137,spike protein subunit 1
BAF49543,Bovine coronavirus,GenBank,set:AB277104,AB277104,,Betacoronavirus 1,137,spike protein subunit 1
BAF49544,Bovine coronavirus,GenBank,set:AB277105,AB277105,,Betacoronavirus 1,137,spike protein subunit 1
BAF49545,Bovine coronavirus,GenBank,set:AB277106,AB277106,,Betacoronavirus 1,137,spike protein subunit 1
BAF49546,Bovine coronavirus,GenBank,set:AB277107,AB277107,,Betacoronavirus 1,137,spike protein subunit 1
BAF49547,Bovine coronavirus,GenBank,set:AB277108,AB277108,,Betacoronavirus 1,137,spike protein subunit 1
BAF49548,Bovine coronavirus,GenBank,set:AB277109,AB277109,,Betacoronavirus 1,137,spike protein subunit 1
BAF49549,Bovine coronavirus,GenBank,set:AB277110,AB277110,,Betacoronavirus 1,137,spike protein subunit 1
BAF49550,Bovine coronavirus,GenBank,set:AB277111,AB277111,,Betacoronavirus 1,137,spike protein subunit 1
BAF49551,Bovine coronavirus,GenBank,set:AB277112,AB277112,,Betacoronavirus 1,137,spike protein subunit 1
BAF49552,Bovine coronavirus,GenBank,set:AB277113,AB277113,,Betacoronavirus 1,137,spike protein subunit 1
BAF49553,Bovine coronavirus,GenBank,set:AB277114,AB277114,,Betacoronavirus 1,137,spike protein subunit 1
BAF49554,Bovine coronavirus,GenBank,set:AB277115,AB277115,,Betacoronavirus 1,137,spike protein subunit 1
BAF49555,Bovine coronavirus,GenBank,set:AB277116,AB277116,,Betacoronavirus 1,137,spike protein subunit 1
BAF49556,Bovine coronavirus,GenBank,set:AB277117,AB277117,,Betacoronavirus 1,137,spike protein subunit 1
BAF49557,Bovine coronavirus,GenBank,set:AB277118,AB277118,,Betacoronavirus 1,137,spike protein subunit 1
