Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Species,Length,Protein
AKN24828,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121580,KT121580,Betacoronavirus cameli,413,nucleocapsid
AKN24829,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,7078,ORF1ab
AKN24830,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,1353,spike protein
AKN24831,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,103,ORF3
AKN24832,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,109,ORF4a
AKN24833,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,246,ORF4b
AKN24834,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,224,ORF5
AKN24835,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,82,envelope protein
AKN24836,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,219,membrane protein
AKN24837,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT121581,KT121581,Betacoronavirus cameli,413,nucleocapsid
AKN58609,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT202801,KT202801,Betacoronavirus cameli,1656,ORF1a
ALM88290,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT002189,KT002189,Betacoronavirus cameli,82,E protein
ALM88291,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT002190,KT002190,Betacoronavirus cameli,103,ORF3
ALM88292,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT002191,KT002191,Betacoronavirus cameli,109,ORF4a
ALM88293,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT002192,KT002192,Betacoronavirus cameli,246,ORF4b
ALM88294,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT002193,KT002193,Betacoronavirus cameli,224,ORF5
ALM88295,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT002194,KT002194,Betacoronavirus cameli,112,ORF8b
ALM26398,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT003528,KT003528,Betacoronavirus cameli,219,M protein
ALM26399,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT003529,KT003529,Betacoronavirus cameli,413,N protein
ALM26400,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT003530,KT003530,Betacoronavirus cameli,1353,S protein
AKN50601,Middle East respiratory syndrome-related coronavirus,GenBank,set:KM874455,KM874455,Betacoronavirus cameli,75,RdRp
ALJ54522,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT828666,KT828666,Betacoronavirus cameli,201,ORF1a
ALJ54523,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT828667,KT828667,Betacoronavirus cameli,201,ORF1a
ALJ54524,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT828668,KT828668,Betacoronavirus cameli,201,ORF1a
ALJ54525,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT828669,KT828669,Betacoronavirus cameli,201,ORF1a
ALJ76277,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912187,KR912187,Betacoronavirus cameli,1353,spike protein
ALJ76278,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912188,KR912188,Betacoronavirus cameli,1353,spike protein
ALJ76279,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912189,KR912189,Betacoronavirus cameli,1353,spike protein
ALJ76280,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912190,KR912190,Betacoronavirus cameli,1353,spike protein
ALJ76281,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912191,KR912191,Betacoronavirus cameli,1353,spike protein
ALJ76282,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912192,KR912192,Betacoronavirus cameli,1353,spike protein
ALJ76283,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912193,KR912193,Betacoronavirus cameli,1353,spike protein
ALJ76284,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912194,KR912194,Betacoronavirus cameli,1353,spike protein
ALJ76285,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912195,KR912195,Betacoronavirus cameli,1353,spike protein
ALJ76286,Middle East respiratory syndrome-related coronavirus,GenBank,set:KR912196,KR912196,Betacoronavirus cameli,1353,spike protein
ALG00414,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717696,KT717696,Betacoronavirus cameli,205,spike protein
ALG00415,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717697,KT717697,Betacoronavirus cameli,205,spike protein
ALG00416,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717698,KT717698,Betacoronavirus cameli,205,spike protein
ALG00417,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717699,KT717699,Betacoronavirus cameli,205,spike protein
ALG00418,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717700,KT717700,Betacoronavirus cameli,205,spike protein
ALG00419,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717701,KT717701,Betacoronavirus cameli,205,spike protein
ALG00420,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717702,KT717702,Betacoronavirus cameli,205,spike protein
ALG00421,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717703,KT717703,Betacoronavirus cameli,205,spike protein
ALG00422,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717704,KT717704,Betacoronavirus cameli,205,spike protein
ALG00423,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717705,KT717705,Betacoronavirus cameli,205,spike protein
ALG00424,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717706,KT717706,Betacoronavirus cameli,205,spike protein
ALG00425,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717707,KT717707,Betacoronavirus cameli,205,spike protein
ALG00426,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT717708,KT717708,Betacoronavirus cameli,205,spike protein
ALD51902,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,7078,ORF1ab
ALD51903,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,4391,ORF1a
ALD51904,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,1353,S protein
ALD51905,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,103,ORF3
ALD51906,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,109,ORF4a
ALD51907,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,246,ORF4b
ALD51908,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,224,ORF5
ALD51909,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,82,E protein
ALD51910,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,219,M protein
ALB38993,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP984457,KP984457,Betacoronavirus cameli,76,nucleocapsid
ALB38994,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP984458,KP984458,Betacoronavirus cameli,75,ORF1ab
AKO73399,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,413,N protein
AKO73400,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT225476,KT225476,Betacoronavirus cameli,112,ORF8b
AKO69634,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP405225,KP405225,Betacoronavirus cameli,1353,spike protein
AKO69635,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP405226,KP405226,Betacoronavirus cameli,1353,spike protein
AKO69636,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP405227,KP405227,Betacoronavirus cameli,1353,spike protein
AKA63509,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP966104,KP966104,Betacoronavirus cameli,1353,spike protein
AKM76228,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,4391,ORF1a protein
AKM76229,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,1353,S protein
AKM76230,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,103,NS3a protein
AKM76231,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,109,NS3b protein
AKM76232,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,246,NS3c protein
AKM76233,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,224,NS3d protein
AKM76234,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,82,E protein
AKM76235,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,219,M protein
AKM76236,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,413,N protein
AKM76237,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156560,KT156560,Betacoronavirus cameli,7078,ORF1ab protein
AKM76238,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,4391,ORF1a protein
AKM76239,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,1353,S protein
AKM76240,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,103,NS3a protein
AKM76241,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,109,NS3b protein
AKM76242,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,246,NS3c protein
AKM76243,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,224,NS3d protein
AKM76244,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,82,E protein
AKM76245,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,219,M protein
AKM76246,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,413,N protein
AKM76247,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT156561,KT156561,Betacoronavirus cameli,7078,ORF1ab protein
AKL80590,Middle East respiratory syndrome-related coronavirus,GenBank,set:KP769415,KP769415,Betacoronavirus cameli,413,nucleocapsid
AKL80591,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,7078,ORF1ab
AKL80592,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,4391,ORF1a
AKL80593,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,1353,S protein
AKL80594,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,103,ORF3
AKL80595,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,109,ORF4a
AKL80596,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,246,ORF4b
AKL80597,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,224,ORF5
AKL80598,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,82,E protein
AKL80599,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,219,M protein
AKL80600,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,413,N protein
AKL80601,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036372,KT036372,Betacoronavirus cameli,112,ORF8b
AKL80602,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,7078,ORF1ab
AKL80603,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,4391,ORF1a
AKL80604,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,1353,S protein
AKL80605,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,103,ORF3
AKL80606,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,109,ORF4a
AKL80607,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,246,ORF4b
AKL80608,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,147,ORF5
AKL80609,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,52,E protein
AKL80610,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,219,M protein
AKL80611,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,413,N protein
AKL80612,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036373,KT036373,Betacoronavirus cameli,112,ORF8b
AKL80613,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,7078,ORF1ab
AKL80614,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,4391,ORF1a
AKL80615,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,1353,S protein
AKL80616,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,103,ORF3
AKL80617,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,109,ORF4a
AKL80618,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,246,ORF4b
AKL80619,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,194,ORF5-E fusion protein
AKL80620,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,219,M protein
AKL80621,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,413,N protein
AKL80622,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT036374,KT036374,Betacoronavirus cameli,112,ORF8b
AKL59399,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,7078,orf1ab
AKL59400,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,4391,orf1a
AKL59401,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,1353,spike protein
AKL59402,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,103,orf3
AKL59403,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,109,orf4a
AKL59404,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,246,orf4b
AKL59405,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,224,orf5
AKL59406,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,82,envelope protein
AKL59407,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,219,membrane protein
AKL59408,Middle East respiratory syndrome-related coronavirus,GenBank,set:KT029139,KT029139,Betacoronavirus cameli,413,nucleoprotein
